siparis_id,qr_masa_id,tarih_saat,gun,saat,ay,hafta_sonu,ozel_gun,yas_grubu,kisi_sayisi,hava_durumu,sicaklik_c,toplam_tutar,ikram_var,iptal_var,urun_sayisi,siparis_icerigi
ORD-01022,QR-M17,2026-01-19 12:55,Monday,12,1,0,,35-44,2,Yağmurlu,3,585.0,0,0,7,"1 Lahmacun, 1 Çiğ Köfte Dürüm, 1 Ezogelin Çorbası, 1 Çoban Salata, 1 Havuç Dilimi Baklava, 1 Ayran, 1 Çay (Bardak)"
ORD-01998,QR-M15,2026-01-19 13:09,Monday,13,1,0,,25-34,3,Bulutlu,10,1280.0,0,0,12,"1 Tavuk Şiş, 1 Lahmacun, 1 Kaşarlı Pide, 1 Hamburger Menü, 2 Çoban Salata, 2 Patates Kızartması, 1 Ayran, 1 Şalgam, 2 Kola"
ORD-00399,QR-M08,2026-01-19 13:10,Monday,13,1,0,,25-34,5,Bulutlu,10,1920.0,0,0,20,"1 Adana Kebap, 2 Lahmacun, 1 Kaşarlı Pide, 2 Çiğ Köfte Dürüm, 3 Gavurdağı Salata, 3 Çoban Salata, 1 Künefe, 4 Ayran, 3 Şalgam"
ORD-00262,QR-M08,2026-01-19 13:59,Monday,13,1,0,,18-24,4,Bulutlu,10,1120.0,0,0,13,"3 Lahmacun, 1 Kıymalı Pide, 1 Hamburger Menü, 3 Patates Kızartması, 3 Ayran, 2 Kola"
ORD-01574,QR-M11,2026-01-19 14:56,Monday,14,1,0,,45-54,2,Yağmurlu,3,180.0,0,0,3,"1 Ezogelin Çorbası, 1 Çay (Bardak), 1 Türk Kahvesi"
ORD-00808,QR-M10,2026-01-19 18:39,Monday,18,1,0,,35-44,4,Bulutlu,10,1495.0,0,0,13,"1 Adana Kebap, 1 Karışık Izgara, 3 Ezme, 1 İçli Köfte, 1 Sigara Böreği, 2 Ayran, 2 Şalgam, 2 Türk Kahvesi"
ORD-01102,QR-M20,2026-01-19 18:56,Monday,18,1,0,,25-34,4,Bulutlu,10,400.0,0,0,6,"2 Lahmacun, 1 Gavurdağı Salata, 1 Çoban Salata, 2 Çay (Bardak)"
ORD-00519,QR-M01,2026-01-19 19:07,Monday,19,1,0,,25-34,2,Güneşli,17,485.0,0,0,3,"1 Beyti Kebabı, 1 Kaşarlı Pide, 1 Ayran"
ORD-01271,QR-M15,2026-01-19 19:12,Monday,19,1,0,,35-44,4,Yağmurlu,3,1345.0,0,0,14,"1 Urfa Kebap, 1 Kıymalı Pide, 2 Mercimek Çorbası, 1 Ezogelin Çorbası, 1 Ezme, 1 Haydari, 1 İçli Köfte, 1 Sigara Böreği, 2 Ayran, 3 Şalgam"
ORD-01087,QR-M18,2026-01-19 20:11,Monday,20,1,0,,25-34,1,Bulutlu,10,175.0,0,0,2,"1 Kıymalı Pide, 1 Ayran"
ORD-00175,QR-M11,2026-01-19 20:16,Monday,20,1,0,,45-54,1,Soğuk/Karlı,0,200.0,0,0,3,"1 Kıymalı Pide, 1 Ayran, 1 Çay (Bardak)"
ORD-00205,QR-M10,2026-01-19 20:44,Monday,20,1,0,,18-24,3,Bulutlu,10,1055.0,0,0,11,"1 Urfa Kebap, 1 Lahmacun, 1 Kaşarlı Pide, 2 Çoban Salata, 2 Ezme, 2 Ayran, 2 Şalgam"
ORD-01770,QR-M01,2026-01-19 21:17,Monday,21,1,0,,18-24,2,Serin,5,765.0,0,0,6,"1 Karışık Izgara, 1 Lahmacun, 1 Kaşarlı Pide, 1 Domates Çorbası, 1 Ayran, 1 Şalgam"
ORD-00767,QR-M19,2026-01-20 08:03,Tuesday,8,1,0,,45-54,6,Güneşli,17,2435.0,0,0,16,"1 Mercimek Çorbası, 1 Ezme, 1 Künefe, 1 Şalgam, 1 Şıra, 5 Çay (Bardak), 1 Serpme Kahvaltı (2 kişi), 2 Kiremitte Menemen, 2 Sucuklu Yumurta, 1 Simit"
ORD-00247,QR-M11,2026-01-20 08:13,Tuesday,8,1,0,,25-34,3,Yağmurlu,3,470.0,0,0,5,"1 Domates Çorbası, 1 Çay (Bardak), 1 Sucuklu Yumurta, 2 Simit"
ORD-00868,QR-M02,2026-01-20 08:30,Tuesday,8,1,0,,25-34,2,Bulutlu,10,370.0,0,0,3,"1 Ayran, 1 Çay (Bardak), 1 Kiremitte Menemen"
ORD-00496,QR-M13,2026-01-20 08:50,Tuesday,8,1,0,,25-34,1,Yağmurlu,3,325.0,0,0,2,"1 Çay (Bardak), 1 Kiremitte Menemen"
ORD-01272,QR-M02,2026-01-20 08:53,Tuesday,8,1,0,,45-54,3,Serin,5,695.0,0,0,4,"1 Ezogelin Çorbası, 1 Çay (Bardak), 1 Kiremitte Menemen, 1 Sucuklu Yumurta"
ORD-01712,QR-M04,2026-01-20 08:55,Tuesday,8,1,0,,55+,2,Bulutlu,10,205.0,0,0,3,"1 Kaşarlı Pide, 1 Çay (Bardak), 1 Simit"
ORD-01633,QR-M04,2026-01-20 10:45,Tuesday,10,1,0,,18-24,2,Güneşli,17,385.0,0,0,3,"1 Çiğ Köfte Dürüm, 1 Çay (Bardak), 1 Sucuklu Yumurta"
ORD-01181,QR-M10,2026-01-20 11:16,Tuesday,11,1,0,,18-24,4,Yağmurlu,3,1375.0,0,0,8,"1 Çiğ Köfte Dürüm, 3 Çay (Bardak), 1 Serpme Kahvaltı (2 kişi), 1 Kiremitte Menemen, 1 Sucuklu Yumurta, 1 Simit"
ORD-01814,QR-M13,2026-01-20 11:53,Tuesday,11,1,0,,35-44,4,Bulutlu,10,2055.0,0,0,8,"1 Karışık Izgara, 3 Şalgam, 1 Çay (Bardak), 2 Serpme Kahvaltı (2 kişi), 1 Kiremitte Menemen"
ORD-00515,QR-M04,2026-01-20 12:23,Tuesday,12,1,0,,45-54,2,Güneşli,17,365.0,0,0,5,"2 Lahmacun, 1 Ezogelin Çorbası, 1 Çoban Salata, 1 Ayran"
ORD-01440,QR-M16,2026-01-20 12:25,Tuesday,12,1,0,,18-24,3,Serin,5,630.0,0,0,6,"1 İskender Kebap, 1 Lahmacun, 1 Çiğ Köfte Dürüm, 1 Ayran, 2 Şıra"
ORD-01569,QR-M13,2026-01-20 12:27,Tuesday,12,1,0,,25-34,6,Soğuk/Karlı,0,1655.0,0,0,16,"1 İskender Kebap, 2 Tavuk Şiş, 3 Lahmacun, 1 Kıymalı Pide, 1 Çiğ Köfte Dürüm, 1 Ezogelin Çorbası, 1 Gavurdağı Salata, 3 Ayran, 2 Şıra, 1 Çay (Bardak)"
ORD-01929,QR-M18,2026-01-20 12:41,Tuesday,12,1,0,,18-24,3,Bulutlu,10,940.0,0,0,10,"1 İskender Kebap, 1 Lahmacun, 1 Kaşarlı Pide, 2 Çoban Salata, 1 Ayran, 2 Şıra, 2 Çay (Bardak)"
ORD-00749,QR-M14,2026-01-20 12:54,Tuesday,12,1,0,,18-24,2,Soğuk/Karlı,0,250.0,0,0,3,"1 Lahmacun, 1 Kaşarlı Pide, 1 Ayran"
ORD-01288,QR-M17,2026-01-20 13:01,Tuesday,13,1,0,,18-24,4,Bulutlu,10,1210.0,0,0,12,"1 Kıymalı Pide, 1 Kaşarlı Pide, 1 Hamburger Menü, 3 Çiğ Köfte Dürüm, 1 Patates Kızartması, 1 Fırın Sütlaç, 1 Ayran, 3 Türk Kahvesi"
ORD-01715,QR-M04,2026-01-20 13:31,Tuesday,13,1,0,,25-34,6,Serin,5,2045.0,0,0,21,"1 Tavuk Şiş, 2 Lahmacun, 4 Kıymalı Pide, 1 Hamburger Menü, 1 Yayla Çorbası, 2 Gavurdağı Salata, 2 Patates Kızartması, 3 Ayran, 4 Kola, 1 Çay (Bardak)"
ORD-00239,QR-M06,2026-01-20 14:00,Tuesday,14,1,0,,25-34,5,Güneşli,17,1720.0,0,0,16,"1 Adana Kebap, 1 Gavurdağı Salata, 1 Ezme, 3 Künefe, 1 Tiramisu, 2 Ayran, 3 Şalgam, 2 Çay (Bardak), 2 Türk Kahvesi"
ORD-01010,QR-M12,2026-01-20 18:24,Tuesday,18,1,0,,35-44,3,Yağmurlu,3,1200.0,0,0,9,"1 Urfa Kebap, 1 Karışık Izgara, 1 Kıymalı Pide, 1 Domates Çorbası, 1 Ezme, 1 Sigara Böreği, 1 Ayran, 1 Şalgam, 1 Çay (Bardak)"
ORD-00488,QR-M11,2026-01-20 19:09,Tuesday,19,1,0,,18-24,5,Bulutlu,10,1955.0,0,0,18,"2 Urfa Kebap, 1 İskender Kebap, 1 Lahmacun, 1 Kıymalı Pide, 1 Kaşarlı Pide, 4 Çoban Salata, 2 Ayran, 4 Şalgam, 2 Çay (Bardak)"
ORD-00383,QR-M14,2026-01-20 19:33,Tuesday,19,1,0,,35-44,3,Güneşli,17,1070.0,0,0,9,"1 Adana Kebap, 1 Lahmacun, 1 Kıymalı Pide, 1 Kaşarlı Pide, 1 Ezme, 1 Künefe, 1 Ayran, 2 Şalgam"
ORD-00173,QR-M04,2026-01-20 19:42,Tuesday,19,1,0,,18-24,3,Bulutlu,10,875.0,0,0,8,"1 Adana Kebap, 1 Tavuk Şiş, 1 Lahmacun, 1 Fırın Sütlaç, 2 Ayran, 2 Şalgam"
ORD-00957,QR-M18,2026-01-20 19:59,Tuesday,19,1,0,,18-24,3,Soğuk/Karlı,0,1340.0,0,0,7,"2 Adana Kebap, 1 Beyti Kebabı, 1 Mercimek Çorbası, 1 Gavurdağı Salata, 1 Künefe, 1 Şalgam"
ORD-00196,QR-M20,2026-01-20 20:35,Tuesday,20,1,0,,18-24,2,Serin,5,420.0,0,0,4,"2 Kaşarlı Pide, 1 Yayla Çorbası, 1 Ayran"
ORD-00838,QR-M14,2026-01-20 20:36,Tuesday,20,1,0,,25-34,2,Serin,5,730.0,0,0,3,"1 Karışık Izgara, 1 Beyti Kebabı, 1 Şalgam"
ORD-00299,QR-M14,2026-01-20 20:48,Tuesday,20,1,0,,35-44,3,Güneşli,17,900.0,0,0,3,"1 Karışık Izgara, 1 Tavuk Şiş, 1 Beyti Kebabı"
ORD-01580,QR-M13,2026-01-20 21:33,Tuesday,21,1,0,,35-44,2,Bulutlu,10,840.0,0,0,4,"1 Urfa Kebap, 1 Karışık Izgara, 1 İçli Köfte, 1 Şalgam"
ORD-01139,QR-M01,2026-01-20 22:25,Tuesday,22,1,0,,18-24,2,Yağmurlu,3,720.0,1,0,6,"1 Adana Kebap, 1 Lahmacun, 1 Kıymalı Kaşarlı Pide, 1 Mercimek Çorbası, 1 Ezme, 1 Ayran"
ORD-00390,QR-M16,2026-01-21 10:08,Wednesday,10,1,0,,35-44,4,Güneşli,17,2100.0,0,0,11,"1 Adana Kebap, 2 Gavurdağı Salata, 1 İçli Köfte, 2 Künefe, 1 Ayran, 1 Çay (Bardak), 1 Serpme Kahvaltı (2 kişi), 1 Kiremitte Menemen, 1 Simit"
ORD-01151,QR-M08,2026-01-21 10:20,Wednesday,10,1,0,,35-44,1,Bulutlu,10,130.0,0,0,2,"1 Ezme, 1 Simit"
ORD-01521,QR-M08,2026-01-21 10:36,Wednesday,10,1,0,,45-54,6,Serin,5,1960.0,0,1,14,"1 Adana Kebap, 1 Yayla Çorbası, 2 Ezme, 1 Künefe, 2 Şalgam, 1 Çay (Bardak), 1 Serpme Kahvaltı (2 kişi), 1 Kiremitte Menemen, 4 Simit"
ORD-00410,QR-M02,2026-01-21 10:56,Wednesday,10,1,0,,25-34,4,Soğuk/Karlı,0,650.0,0,0,8,"1 Lahmacun, 1 Mercimek Çorbası, 2 Ayran, 1 Çay (Bardak), 1 Kiremitte Menemen, 2 Simit"
ORD-01498,QR-M01,2026-01-21 11:01,Wednesday,11,1,0,,25-34,6,Bulutlu,10,1075.0,0,0,7,"1 Ayran, 2 Çay (Bardak), 1 Serpme Kahvaltı (2 kişi), 1 Kiremitte Menemen, 2 Simit"
ORD-01324,QR-M08,2026-01-21 11:06,Wednesday,11,1,0,,25-34,3,Bulutlu,10,1535.0,0,0,7,"1 Tavuk Şiş, 1 Lahmacun, 2 Çay (Bardak), 1 Serpme Kahvaltı (2 kişi), 2 Kiremitte Menemen"
ORD-00748,QR-M19,2026-01-21 11:54,Wednesday,11,1,0,,35-44,5,Serin,5,1960.0,0,0,8,"1 Mercimek Çorbası, 2 Çay (Bardak), 2 Serpme Kahvaltı (2 kişi), 1 Kiremitte Menemen, 1 Sucuklu Yumurta, 1 Simit"
ORD-01219,QR-M09,2026-01-21 12:38,Wednesday,12,1,0,,25-34,4,Yağmurlu,3,1155.0,0,0,12,"1 Lahmacun, 1 Kıymalı Pide, 1 Kaşarlı Pide, 1 Hamburger Menü, 1 Mercimek Çorbası, 1 Gavurdağı Salata, 1 Patates Kızartması, 2 Ayran, 3 Kola"
ORD-01684,QR-M02,2026-01-21 13:03,Wednesday,13,1,0,,35-44,4,Güneşli,17,1675.0,0,0,13,"1 Adana Kebap, 1 Karışık Izgara, 1 Tavuk Şiş, 3 Kıymalı Pide, 1 Havuç Dilimi Baklava, 3 Şalgam, 3 Çay (Bardak)"
ORD-01395,QR-M09,2026-01-21 13:26,Wednesday,13,1,0,,18-24,3,Serin,5,800.0,0,0,6,"1 İskender Kebap, 1 Lahmacun, 2 Kaşarlı Pide, 1 Mercimek Çorbası, 1 Ayran"
ORD-01937,QR-M06,2026-01-21 15:33,Wednesday,15,1,0,,18-24,4,Serin,5,1220.0,0,0,14,"1 Hamburger Menü, 1 Domates Çorbası, 2 Patates Kızartması, 1 Fırın Sütlaç, 1 Tiramisu, 3 Kola, 2 Çay (Bardak), 3 Türk Kahvesi"
ORD-01253,QR-M13,2026-01-21 17:54,Wednesday,17,1,0,,25-34,5,Bulutlu,10,1095.0,0,0,13,"2 Lahmacun, 2 Kıymalı Pide, 3 Çoban Salata, 1 İçli Köfte, 1 Sigara Böreği, 3 Ayran, 1 Çay (Bardak)"
ORD-00097,QR-M19,2026-01-21 19:59,Wednesday,19,1,0,,35-44,2,Güneşli,17,340.0,0,0,4,"1 Lahmacun, 1 Kaşarlı Pide, 1 Ezogelin Çorbası, 1 Ayran"
ORD-01465,QR-M12,2026-01-21 20:06,Wednesday,20,1,0,,25-34,2,Bulutlu,10,1125.0,0,0,6,"1 Adana Kebap, 1 Urfa Kebap, 1 Karışık Izgara, 1 Ezme, 1 Ayran, 1 Şalgam"
ORD-00961,QR-M13,2026-01-21 20:12,Wednesday,20,1,0,,18-24,2,Güneşli,17,575.0,0,0,4,"1 Urfa Kebap, 1 Kıymalı Pide, 1 Fırın Sütlaç, 1 Ayran"
ORD-00988,QR-M05,2026-01-21 21:42,Wednesday,21,1,0,,25-34,1,Yağmurlu,3,295.0,0,0,3,"1 Kıymalı Pide, 1 Gavurdağı Salata, 1 Ayran"
ORD-00861,QR-M19,2026-01-21 21:55,Wednesday,21,1,0,,45-54,1,Yağmurlu,3,380.0,0,0,1,1 Karışık Izgara
ORD-01055,QR-M07,2026-01-22 09:10,Thursday,9,1,0,,35-44,6,Bulutlu,10,3280.0,0,0,20,"1 Adana Kebap, 3 Ezme, 1 Ayran, 4 Şalgam, 5 Çay (Bardak), 2 Serpme Kahvaltı (2 kişi), 2 Kiremitte Menemen, 2 Sucuklu Yumurta"
ORD-00343,QR-M11,2026-01-22 09:12,Thursday,9,1,0,,18-24,3,Yağmurlu,3,990.0,0,0,10,"1 Hamburger Menü, 2 Patates Kızartması, 2 Kola, 2 Çay (Bardak), 1 Kiremitte Menemen, 2 Simit"
ORD-01097,QR-M12,2026-01-22 11:04,Thursday,11,1,0,,35-44,5,Soğuk/Karlı,0,3045.0,0,0,18,"1 Adana Kebap, 1 Mercimek Çorbası, 2 Gavurdağı Salata, 2 Ezme, 2 Havuç Dilimi Baklava, 1 Künefe, 2 Ayran, 2 Şalgam, 1 Çay (Bardak), 1 Serpme Kahvaltı (2 kişi), 1 Kiremitte Menemen, 2 Sucuklu Yumurta"
ORD-00504,QR-M16,2026-01-22 11:26,Thursday,11,1,0,,25-34,2,Serin,5,415.0,0,0,5,"1 Ezogelin Çorbası, 1 Künefe, 1 Çay (Bardak), 2 Simit"
ORD-01018,QR-M13,2026-01-22 12:02,Thursday,12,1,0,,18-24,2,Yağmurlu,3,820.0,0,0,7,"1 Tavuk Şiş, 1 Lahmacun, 1 Hamburger Menü, 1 Ezogelin Çorbası, 1 Patates Kızartması, 1 Ayran, 1 Kola"
ORD-01411,QR-M13,2026-01-22 12:10,Thursday,12,1,0,,18-24,3,Güneşli,17,1250.0,0,0,10,"1 İskender Kebap, 1 Lahmacun, 2 Hamburger Menü, 1 Patates Kızartması, 1 Ayran, 2 Kola, 2 Şıra"
ORD-01191,QR-M19,2026-01-22 12:43,Thursday,12,1,0,,18-24,5,Serin,5,1855.0,0,0,16,"1 İskender Kebap, 1 Tavuk Şiş, 1 Kaşarlı Pide, 1 Hamburger Menü, 1 Çiğ Köfte Dürüm, 1 Yayla Çorbası, 4 Patates Kızartması, 3 Kola, 3 Şıra"
ORD-00010,QR-M20,2026-01-22 12:55,Thursday,12,1,0,,25-34,3,Güneşli,17,610.0,0,0,6,"1 Tavuk Şiş, 1 Kıymalı Pide, 1 Kaşarlı Pide, 1 Ayran, 1 Şalgam, 1 Çay (Bardak)"
ORD-01158,QR-M12,2026-01-22 15:43,Thursday,15,1,0,,18-24,3,Bulutlu,10,155.0,0,0,3,"1 Çay (Bardak), 2 Türk Kahvesi"
ORD-00587,QR-M16,2026-01-22 16:33,Thursday,16,1,0,,18-24,3,Yağmurlu,3,1130.0,0,0,10,"1 Hamburger Menü, 1 Patates Kızartması, 1 Havuç Dilimi Baklava, 1 Künefe, 1 Tiramisu, 1 Kola, 2 Çay (Bardak), 2 Türk Kahvesi"
ORD-00521,QR-M13,2026-01-22 16:37,Thursday,16,1,0,,18-24,1,Güneşli,17,160.0,0,0,1,1 Katmer
ORD-01384,QR-M01,2026-01-22 18:57,Thursday,18,1,0,,35-44,2,Güneşli,17,290.0,0,0,3,"1 Kıymalı Pide, 1 Sigara Böreği, 1 Ayran"
ORD-01499,QR-M16,2026-01-22 19:02,Thursday,19,1,0,,35-44,2,Bulutlu,10,520.0,0,0,2,"1 Karışık Izgara, 1 Kaşarlı Pide"
ORD-00120,QR-M06,2026-01-22 19:22,Thursday,19,1,0,,18-24,2,Bulutlu,10,820.0,0,0,6,"1 Adana Kebap, 1 Lahmacun, 1 Gavurdağı Salata, 1 Ezme, 1 Künefe, 1 Ayran"
ORD-00672,QR-M07,2026-01-22 20:31,Thursday,20,1,0,,35-44,5,Soğuk/Karlı,0,2820.0,0,0,21,"2 Urfa Kebap, 1 Beyti Kebabı, 1 Kıymalı Pide, 2 Kıymalı Kaşarlı Pide, 1 Mercimek Çorbası, 2 Ezme, 4 Künefe, 4 Ayran, 4 Şalgam"
ORD-00184,QR-M18,2026-01-22 20:56,Thursday,20,1,0,,18-24,2,Güneşli,17,470.0,0,0,4,"1 İskender Kebap, 1 Lahmacun, 1 Şıra, 1 Çay (Bardak)"
ORD-01596,QR-M15,2026-01-22 21:23,Thursday,21,1,0,,18-24,5,Güneşli,17,1950.0,0,0,18,"2 Adana Kebap, 1 İskender Kebap, 1 Kıymalı Pide, 1 Kaşarlı Pide, 4 Ezme, 3 Ayran, 2 Şalgam, 1 Kola, 2 Şıra, 1 Çay (Bardak)"
ORD-01284,QR-M16,2026-01-22 21:50,Thursday,21,1,0,,25-34,6,Soğuk/Karlı,0,2390.0,0,0,22,"2 Urfa Kebap, 1 Karışık Izgara, 1 Beyti Kebabı, 1 Lahmacun, 1 Mercimek Çorbası, 2 Ezogelin Çorbası, 4 Ezme, 4 Ayran, 5 Şalgam, 1 Çay (Bardak)"
ORD-00181,QR-M20,2026-01-23 08:16,Friday,8,1,1,,45-54,6,Bulutlu,10,1335.0,0,0,14,"1 Mercimek Çorbası, 1 Havuç Dilimi Baklava, 1 Künefe, 5 Çay (Bardak), 2 Sucuklu Yumurta, 4 Simit"
ORD-01535,QR-M06,2026-01-23 08:43,Friday,8,1,1,,35-44,3,Yağmurlu,3,210.0,0,0,5,"1 Yayla Çorbası, 3 Çay (Bardak), 1 Simit"
ORD-00022,QR-M11,2026-01-23 08:47,Friday,8,1,1,,35-44,4,Bulutlu,10,1060.0,0,0,6,"1 Sigara Böreği, 1 Çay (Bardak), 2 Kiremitte Menemen, 1 Sucuklu Yumurta, 1 Simit"
ORD-01899,QR-M19,2026-01-23 09:05,Friday,9,1,1,,35-44,3,Güneşli,17,1490.0,0,0,8,"1 Karışık Izgara, 1 Ezogelin Çorbası, 1 Şalgam, 2 Çay (Bardak), 1 Serpme Kahvaltı (2 kişi), 1 Sucuklu Yumurta, 1 Simit"
ORD-00999,QR-M06,2026-01-23 09:53,Friday,9,1,1,,35-44,2,Bulutlu,10,715.0,0,0,4,"1 Şalgam, 1 Çay (Bardak), 1 Serpme Kahvaltı (2 kişi), 1 Simit"
ORD-00232,QR-M17,2026-01-23 10:04,Friday,10,1,1,,25-34,5,Soğuk/Karlı,0,1415.0,0,0,14,"1 Lahmacun, 1 Yayla Çorbası, 1 Havuç Dilimi Baklava, 1 Künefe, 4 Ayran, 3 Çay (Bardak), 2 Sucuklu Yumurta, 1 Simit"
ORD-01437,QR-M19,2026-01-23 10:58,Friday,10,1,1,,25-34,3,Bulutlu,10,1295.0,0,0,7,"2 Gavurdağı Salata, 1 İçli Köfte, 1 Çay (Bardak), 3 Kiremitte Menemen"
ORD-01919,QR-M07,2026-01-23 12:57,Friday,12,1,1,,35-44,2,Serin,5,840.0,0,0,6,"1 Urfa Kebap, 1 Lahmacun, 1 Kaşarlı Pide, 1 Ezme, 1 Künefe, 1 Ayran"
ORD-00487,QR-M14,2026-01-23 13:11,Friday,13,1,1,,18-24,2,Serin,5,615.0,0,0,5,"1 Kaşarlı Pide, 1 Hamburger Menü, 1 İçli Köfte, 1 Ayran, 1 Kola"
ORD-01400,QR-M11,2026-01-23 13:32,Friday,13,1,1,,25-34,2,Güneşli,17,265.0,0,0,3,"1 Kaşarlı Pide, 1 Çiğ Köfte Dürüm, 1 Ayran"
ORD-01282,QR-M18,2026-01-23 13:37,Friday,13,1,1,,45-54,2,Güneşli,17,510.0,0,0,5,"1 Lahmacun, 1 Hamburger Menü, 1 Patates Kızartması, 1 Ayran, 1 Kola"
ORD-01697,QR-M14,2026-01-23 13:57,Friday,13,1,1,,55+,1,Bulutlu,10,330.0,0,0,4,"1 Lahmacun, 1 Çoban Salata, 1 Fırın Sütlaç, 1 Ayran"
ORD-00750,QR-M06,2026-01-23 14:27,Friday,14,1,1,,18-24,2,Yağmurlu,3,465.0,0,0,3,"2 Künefe, 1 Çay (Bardak)"
ORD-00075,QR-M19,2026-01-23 16:29,Friday,16,1,1,,35-44,6,Bulutlu,10,710.0,0,0,9,"1 Fırın Sütlaç, 2 Katmer, 3 Çay (Bardak), 3 Türk Kahvesi"
ORD-01397,QR-M17,2026-01-23 17:15,Friday,17,1,1,,35-44,4,Bulutlu,10,710.0,0,0,6,"1 Haydari, 3 İçli Köfte, 2 Sigara Böreği"
ORD-00450,QR-M06,2026-01-23 19:19,Friday,19,1,1,,55+,2,Bulutlu,10,640.0,0,0,5,"1 Beyti Kebabı, 1 Kaşarlı Pide, 1 İçli Köfte, 1 Ayran, 1 Çay (Bardak)"
ORD-00987,QR-M09,2026-01-23 19:35,Friday,19,1,1,,45-54,1,Güneşli,17,585.0,0,0,4,"1 İskender Kebap, 1 Havuç Dilimi Baklava, 1 Şıra, 1 Çay (Bardak)"
ORD-00661,QR-M12,2026-01-23 20:21,Friday,20,1,1,,35-44,5,Serin,5,1945.0,0,0,13,"2 Urfa Kebap, 1 İskender Kebap, 1 Tavuk Şiş, 1 Beyti Kebabı, 1 Ezme, 1 Havuç Dilimi Baklava, 1 Ayran, 3 Şıra, 2 Çay (Bardak)"
ORD-01014,QR-M17,2026-01-23 20:22,Friday,20,1,1,,18-24,4,Güneşli,17,1435.0,0,0,13,"1 Adana Kebap, 1 Tavuk Şiş, 2 Lahmacun, 1 Hamburger Menü, 3 Ezme, 1 Patates Kızartması, 3 Ayran, 1 Kola"
ORD-00678,QR-M13,2026-01-23 20:23,Friday,20,1,1,,18-24,2,Güneşli,17,530.0,0,0,3,"1 İskender Kebap, 1 Kıymalı Pide, 1 Çiğ Köfte Dürüm"
ORD-00853,QR-M15,2026-01-23 20:30,Friday,20,1,1,,25-34,3,Serin,5,1015.0,0,0,5,"1 İskender Kebap, 1 Karışık Izgara, 1 Kıymalı Pide, 1 Kaşarlı Pide, 1 Ayran"
ORD-01327,QR-M03,2026-01-24 08:23,Saturday,8,1,1,,35-44,4,Yağmurlu,3,1125.0,0,0,6,"1 Ezogelin Çorbası, 1 Ezme, 1 Çay (Bardak), 1 Serpme Kahvaltı (2 kişi), 1 Sucuklu Yumurta, 1 Simit"
ORD-01287,QR-M09,2026-01-24 09:04,Saturday,9,1,1,,18-24,1,Serin,5,1300.0,0,0,7,"1 Hamburger Menü, 1 Yayla Çorbası, 1 Patates Kızartması, 1 Havuç Dilimi Baklava, 1 Kola, 1 Çay (Bardak), 1 Serpme Kahvaltı (2 kişi)"
ORD-00016,QR-M08,2026-01-24 09:55,Saturday,9,1,1,,25-34,4,Soğuk/Karlı,0,675.0,0,0,4,"3 Çay (Bardak), 1 Serpme Kahvaltı (2 kişi)"
ORD-00972,QR-M04,2026-01-24 10:10,Saturday,10,1,1,,35-44,1,Bulutlu,10,420.0,0,0,3,"1 Sigara Böreği, 1 Çay (Bardak), 1 Sucuklu Yumurta"
ORD-00246,QR-M20,2026-01-24 10:29,Saturday,10,1,1,,25-34,3,Serin,5,1290.0,0,0,5,"1 Domates Çorbası, 1 Çay (Bardak), 1 Serpme Kahvaltı (2 kişi), 1 Kiremitte Menemen, 1 Sucuklu Yumurta"
ORD-00931,QR-M19,2026-01-24 12:50,Saturday,12,1,1,,25-34,1,Soğuk/Karlı,0,310.0,0,0,2,"1 Tavuk Şiş, 1 Mercimek Çorbası"
ORD-01310,QR-M02,2026-01-24 13:44,Saturday,13,1,1,,25-34,3,Bulutlu,10,900.0,0,0,6,"1 İskender Kebap, 2 Hamburger Menü, 1 Şalgam, 2 Çay (Bardak)"
ORD-00932,QR-M19,2026-01-24 13:51,Saturday,13,1,1,,18-24,4,Serin,5,780.0,0,0,10,"3 Lahmacun, 1 Kaşarlı Pide, 2 Çiğ Köfte Dürüm, 1 Yayla Çorbası, 1 Patates Kızartması, 2 Ayran"
ORD-01448,QR-M03,2026-01-24 13:58,Saturday,13,1,1,,18-24,2,Soğuk/Karlı,0,290.0,0,0,4,"2 Lahmacun, 1 Sigara Böreği, 1 Ayran"
ORD-01328,QR-M15,2026-01-24 14:15,Saturday,14,1,1,,25-34,2,Serin,5,355.0,0,0,4,"1 Kıymalı Pide, 1 Yayla Çorbası, 2 Türk Kahvesi"
ORD-00087,QR-M17,2026-01-24 14:59,Saturday,14,1,1,,18-24,3,Güneşli,17,845.0,0,0,7,"1 Hamburger Menü, 2 Patates Kızartması, 1 Fırın Sütlaç, 1 Katmer, 1 Kola, 1 Türk Kahvesi"
ORD-01708,QR-M06,2026-01-24 15:52,Saturday,15,1,1,,25-34,6,Yağmurlu,3,725.0,0,0,7,"2 Künefe, 1 Çay (Bardak), 4 Türk Kahvesi"
ORD-00950,QR-M18,2026-01-24 17:23,Saturday,17,1,1,,18-24,6,Güneşli,17,810.0,0,0,11,"3 Lahmacun, 1 Kıymalı Pide, 1 Patates Kızartması, 1 Fırın Sütlaç, 3 Ayran, 2 Türk Kahvesi"
ORD-01584,QR-M14,2026-01-24 17:52,Saturday,17,1,1,,35-44,5,Serin,5,1470.0,0,0,14,"1 Urfa Kebap, 1 Yayla Çorbası, 4 Ezme, 2 İçli Köfte, 1 Sigara Böreği, 1 Künefe, 3 Çay (Bardak), 1 Türk Kahvesi"
